mm_periodo,aa_periodo,vl_mes,id_periodo_nae,dt_solicitacao,dt_lancamento_sis,id_pessoa_lancamento_sis,dt_cancelado
11,2015,60.00,38,"2015-11-06 17:20:06","2015-11-10 10:29:51",2295,
11,2015,60.00,39,"2015-11-06 17:26:18","2015-11-10 08:51:41",2295,
11,2015,60.00,38,"2015-11-06 17:26:48","2015-11-10 12:42:02",2295,
11,2015,60.00,38,"2015-11-06 18:00:52","2015-11-10 11:07:14",2295,
11,2015,60.00,39,"2015-11-06 18:13:33","2015-11-10 11:47:40",2295,
11,2015,60.00,39,"2015-11-06 18:29:14","2015-11-10 12:26:54",2295,
11,2015,60.00,38,"2015-11-06 18:30:04","2015-11-10 10:35:19",2295,
11,2015,60.00,39,"2015-11-06 18:40:11","2015-11-10 08:35:18",2295,
11,2015,60.00,39,"2015-11-06 18:49:33","2015-11-10 12:03:57",2295,
11,2015,60.00,39,"2015-11-06 19:00:03","2015-11-10 12:27:16",2295,
11,2015,48.00,39,"2015-11-06 19:00:18","2015-11-10 11:45:09",2295,
11,2015,30.00,39,"2015-11-06 19:14:46","2015-11-10 09:53:57",2295,
11,2015,60.00,38,"2015-11-06 19:19:42","2015-11-10 10:34:39",2295,
11,2015,60.00,39,"2015-11-06 19:41:16","2015-11-10 08:57:32",2295,
11,2015,60.00,38,"2015-11-06 19:55:35","2015-11-10 11:48:48",2295,
11,2015,60.00,38,"2015-11-06 19:56:38","2015-11-10 11:53:13",2295,
11,2015,60.00,39,"2015-11-06 19:58:28","2015-11-10 08:24:26",2295,
11,2015,60.00,39,"2015-11-06 20:07:10","2015-11-10 12:43:15",2295,
11,2015,60.00,44,"2015-11-06 20:10:38","2015-11-10 08:48:32",2295,
11,2015,60.00,44,"2015-11-06 20:16:09","2015-11-10 08:49:04",2295,
11,2015,60.00,38,"2015-11-06 20:23:03","2015-11-10 08:30:02",2295,
11,2015,60.00,38,"2015-11-06 20:25:28","2015-11-10 11:04:11",2295,
11,2015,60.00,39,"2015-11-06 20:55:10","2015-11-10 09:03:48",2295,
11,2015,60.00,39,"2015-11-06 21:09:42","2015-11-10 10:03:21",2295,
11,2015,60.00,44,"2015-11-06 21:11:51","2015-11-10 12:29:27",2295,
11,2015,60.00,39,"2015-11-06 21:48:01","2015-11-10 12:31:05",2295,
11,2015,60.00,44,"2015-11-06 22:12:58","2015-11-10 10:24:55",2295,
11,2015,48.00,39,"2015-11-06 22:13:00","2015-11-10 10:42:08",2295,
11,2015,60.00,39,"2015-11-06 22:58:13","2015-11-10 10:10:38",2295,
11,2015,60.00,38,"2015-11-06 22:59:23","2015-11-10 12:08:52",2295,
11,2015,60.00,39,"2015-11-06 23:06:39","2015-11-10 11:48:12",2295,
11,2015,60.00,40,"2015-11-06 23:07:44","2015-11-10 12:01:23",2295,
11,2015,48.00,39,"2015-11-06 23:16:35","2015-11-10 12:19:04",2295,
11,2015,60.00,38,"2015-11-06 23:43:48","2015-11-10 11:48:30",2295,
11,2015,60.00,40,"2015-11-06 23:57:51","2015-11-10 12:41:16",2295,
11,2015,60.00,38,"2015-11-07 00:23:34","2015-11-10 11:42:35",2295,
11,2015,60.00,39,"2015-11-07 01:45:53","2015-11-10 10:37:01",2295,
11,2015,60.00,38,"2015-11-07 02:05:17","2015-11-10 08:50:15",2295,
11,2015,60.00,39,"2015-11-07 03:05:25","2015-11-10 11:28:18",2295,
11,2015,60.00,38,"2015-11-07 03:07:03","2015-11-10 09:45:18",2295,
11,2015,60.00,39,"2015-11-07 10:00:16","2015-11-10 09:09:11",2295,
11,2015,60.00,38,"2015-11-07 10:21:31","2015-11-10 10:04:59",2295,
11,2015,60.00,39,"2015-11-07 11:46:13","2015-11-10 11:05:44",2295,
11,2015,60.00,39,"2015-11-07 12:02:34","2015-11-10 12:21:07",2295,
11,2015,12.00,39,"2015-11-07 13:33:16","2015-11-10 10:52:51",2295,
11,2015,60.00,40,"2015-11-07 14:40:53","2015-11-10 11:01:36",2295,
11,2015,60.00,39,"2015-11-07 14:42:40","2015-11-10 12:43:50",2295,
11,2015,60.00,39,"2015-11-07 14:47:11","2015-11-10 12:01:49",2295,
11,2015,60.00,38,"2015-11-07 15:11:10","2015-11-10 08:38:58",2295,
11,2015,60.00,38,"2015-11-07 15:26:47","2015-11-10 11:28:46",2295,
11,2015,60.00,39,"2015-11-07 16:18:22","2015-11-10 10:58:25",2295,
11,2015,60.00,39,"2015-11-07 16:34:44","2015-11-10 10:53:15",2295,
11,2015,60.00,38,"2015-11-07 16:56:13","2015-11-10 08:40:41",2295,
11,2015,60.00,39,"2015-11-07 17:34:05","2015-11-10 11:13:40",2295,
11,2015,60.00,38,"2015-11-07 17:38:29","2015-11-10 12:35:26",2295,
11,2015,48.00,38,"2015-11-07 21:06:47","2015-11-10 12:42:10",2295,
11,2015,60.00,38,"2015-11-07 21:30:44","2015-11-10 10:07:32",2295,
11,2015,60.00,39,"2015-11-07 21:45:46","2015-11-10 08:41:00",2295,
11,2015,60.00,39,"2015-11-07 21:58:44","2015-11-10 09:04:39",2295,
11,2015,60.00,44,"2015-11-07 23:38:01","2015-11-10 10:34:06",2295,
11,2015,60.00,39,"2015-11-08 07:12:21","2015-11-10 11:08:31",2295,
11,2015,12.00,39,"2015-11-08 09:33:50","2015-11-10 10:15:46",2295,
11,2015,60.00,38,"2015-11-08 11:23:30","2015-11-10 10:28:22",2295,
11,2015,60.00,46,"2015-11-08 11:57:56","2015-11-10 10:22:06",2295,
11,2015,60.00,39,"2015-11-08 12:32:49","2015-11-10 11:00:16",2295,
11,2015,60.00,39,"2015-11-08 13:03:33","2015-11-10 08:26:23",2295,
11,2015,60.00,38,"2015-11-08 13:13:04","2015-11-10 09:49:36",2295,
11,2015,48.00,39,"2015-11-08 13:33:49","2015-11-10 12:00:27",2295,
11,2015,60.00,38,"2015-11-08 13:45:42","2015-11-10 10:38:50",2295,
11,2015,30.00,39,"2015-11-08 16:05:14","2015-11-10 09:22:55",2295,
11,2015,60.00,39,"2015-11-08 16:06:09","2015-11-10 08:29:29",2295,
11,2015,60.00,38,"2015-11-08 16:51:52","2015-11-10 11:21:32",2295,
11,2015,60.00,39,"2015-11-08 17:08:35","2015-11-10 08:24:50",2295,
11,2015,60.00,39,"2015-11-08 17:50:44","2015-11-10 11:44:50",2295,
11,2015,60.00,39,"2015-11-08 18:14:02","2015-11-10 08:17:53",2295,
11,2015,60.00,39,"2015-11-08 18:26:32","2015-11-10 08:59:37",2295,
11,2015,60.00,39,"2015-11-08 19:22:48","2015-11-10 10:37:58",2295,
11,2015,60.00,39,"2015-11-08 21:33:13","2015-11-10 10:58:42",2295,
11,2015,60.00,38,"2015-11-08 22:16:25","2015-11-10 11:43:27",2295,
11,2015,60.00,38,"2015-11-08 22:20:38","2015-11-10 10:55:13",2295,
11,2015,60.00,38,"2015-11-08 22:22:33","2015-11-10 12:07:26",2295,
11,2015,48.00,38,"2015-11-08 22:25:58","2015-11-10 11:46:11",2295,
11,2015,60.00,38,"2015-11-08 22:49:53","2015-11-10 10:47:10",2295,
11,2015,60.00,38,"2015-11-08 23:09:13","2015-11-10 09:36:18",2295,
11,2015,60.00,39,"2015-11-08 23:13:28","2015-11-10 12:08:45",2295,
11,2015,60.00,38,"2015-11-08 23:19:57","2015-11-10 10:16:34",2295,
11,2015,48.00,39,"2015-11-08 23:21:05","2015-11-10 10:47:45",2295,
11,2015,60.00,38,"2015-11-08 23:24:49","2015-11-10 08:30:33",2295,
11,2015,60.00,38,"2015-11-08 23:25:43","2015-11-10 12:33:39",2295,
11,2015,48.00,39,"2015-11-08 23:56:47","2015-11-10 11:05:20",2295,
11,2015,60.00,38,"2015-11-09 00:11:28","2015-11-10 10:18:22",2295,
11,2015,60.00,39,"2015-11-09 00:11:56","2015-11-10 08:34:13",2295,
11,2015,60.00,39,"2015-11-09 00:33:32","2015-11-10 12:17:48",2295,
11,2015,60.00,46,"2015-11-09 00:35:07","2015-11-10 09:51:46",2295,
11,2015,60.00,39,"2015-11-09 01:27:23","2015-11-10 12:43:23",2295,
11,2015,60.00,40,"2015-11-09 02:03:31","2015-11-10 11:18:49",2295,
11,2015,60.00,38,"2015-11-09 02:04:46","2015-11-10 11:08:00",2295,
11,2015,60.00,39,"2015-11-09 02:08:01","2015-11-10 11:34:33",2295,
11,2015,60.00,39,"2015-11-09 02:54:21","2015-11-10 11:55:12",2295,
11,2015,60.00,39,"2015-11-09 03:36:55","2015-11-10 10:12:39",2295,
11,2015,60.00,38,"2015-11-09 04:48:00","2015-11-10 11:23:59",2295,
11,2015,60.00,39,"2015-11-09 04:54:45","2015-11-10 08:20:11",2295,
11,2015,60.00,39,"2015-11-09 05:46:20","2015-11-10 11:57:59",2295,
11,2015,60.00,40,"2015-11-09 07:10:15","2015-11-10 11:34:52",2295,
11,2015,60.00,38,"2015-11-09 07:19:06","2015-11-10 08:05:05",2295,
11,2015,48.00,39,"2015-11-09 07:34:55","2015-11-10 10:35:02",2295,
11,2015,60.00,38,"2015-11-09 07:38:19","2015-11-10 11:53:47",2295,
11,2015,60.00,39,"2015-11-09 07:49:47","2015-11-10 10:22:36",2295,
11,2015,60.00,39,"2015-11-09 08:06:41","2015-11-10 09:44:52",2295,
11,2015,60.00,38,"2015-11-09 08:16:20","2015-11-10 11:11:55",2295,
11,2015,60.00,38,"2015-11-09 08:17:57","2015-11-10 11:47:09",2295,
11,2015,60.00,44,"2015-11-09 08:34:30","2015-11-10 10:25:17",2295,
11,2015,48.00,39,"2015-11-09 08:45:44","2015-11-10 09:53:44",2295,
11,2015,60.00,39,"2015-11-09 08:51:17","2015-11-10 11:19:48",2295,
11,2015,60.00,39,"2015-11-09 09:00:53","2015-11-10 11:49:12",2295,
11,2015,,43,"2015-11-09 09:30:50",,,
11,2015,,39,"2015-11-09 09:32:33",,,
11,2015,60.00,38,"2015-11-09 09:33:48","2015-11-10 08:44:38",2295,
11,2015,60.00,38,"2015-11-09 09:34:59","2015-11-10 09:45:25",2295,
11,2015,60.00,39,"2015-11-09 09:41:07","2015-11-10 09:06:39",2295,
11,2015,60.00,39,"2015-11-09 09:42:11","2015-11-10 11:37:54",2295,
11,2015,60.00,38,"2015-11-09 09:49:44","2015-11-10 10:51:14",2295,
11,2015,60.00,38,"2015-11-09 10:00:32","2015-11-10 12:43:34",2295,
11,2015,60.00,38,"2015-11-09 10:29:00","2015-11-10 10:37:43",2295,
11,2015,60.00,38,"2015-11-09 10:34:09","2015-11-10 10:18:31",2295,
11,2015,60.00,44,"2015-11-09 10:41:52","2015-11-10 09:09:02",2295,
11,2015,,41,"2015-11-09 10:53:09",,,
11,2015,60.00,39,"2015-11-09 10:53:44","2015-11-10 10:53:34",2295,
11,2015,60.00,38,"2015-11-09 10:55:02","2015-11-10 10:04:49",2295,
11,2015,60.00,39,"2015-11-09 10:59:36","2015-11-10 12:26:35",2295,
11,2015,60.00,46,"2015-11-09 11:03:10","2015-11-10 12:13:12",2295,
11,2015,60.00,39,"2015-11-09 11:19:07","2015-11-10 12:07:20",2295,
11,2015,48.00,39,"2015-11-09 11:30:48","2015-11-10 11:34:03",2295,
11,2015,60.00,39,"2015-11-09 11:33:21","2015-11-10 11:22:16",2295,
11,2015,30.00,39,"2015-11-09 11:34:48","2015-11-10 09:16:45",2295,
11,2015,60.00,38,"2015-11-09 11:36:09","2015-11-10 09:45:43",2295,
11,2015,36.00,46,"2015-11-09 11:48:57","2015-11-10 15:26:26",2295,
11,2015,60.00,39,"2015-11-09 11:59:53","2015-11-10 09:17:19",2295,
11,2015,48.00,39,"2015-11-09 12:30:22","2015-11-10 12:01:08",2295,
11,2015,60.00,38,"2015-11-09 12:40:51","2015-11-10 11:17:29",2295,
11,2015,60.00,38,"2015-11-09 12:43:10","2015-11-10 10:46:43",2295,
11,2015,60.00,38,"2015-11-09 12:50:40","2015-11-10 11:27:26",2295,
11,2015,60.00,38,"2015-11-09 12:56:25","2015-11-10 08:52:09",2295,
11,2015,60.00,38,"2015-11-09 13:12:08","2015-11-10 09:02:21",2295,
11,2015,60.00,39,"2015-11-09 13:25:11","2015-11-10 08:35:38",2295,
11,2015,60.00,39,"2015-11-09 13:41:25","2015-11-10 12:20:04",2295,
11,2015,60.00,38,"2015-11-09 13:43:06","2015-11-10 10:20:36",2295,
11,2015,60.00,39,"2015-11-09 13:49:59","2015-11-10 11:54:36",2295,
11,2015,60.00,39,"2015-11-09 13:52:07","2015-11-10 12:36:35",2295,
11,2015,60.00,39,"2015-11-09 13:58:37","2015-11-10 09:19:11",2295,
11,2015,60.00,38,"2015-11-09 13:58:50","2015-11-10 09:00:20",2295,
11,2015,60.00,39,"2015-11-09 14:29:04","2015-11-10 08:36:49",2295,
11,2015,60.00,39,"2015-11-09 14:31:54","2015-11-10 08:57:05",2295,
11,2015,,43,"2015-11-09 14:46:45",,,
11,2015,60.00,39,"2015-11-09 14:56:40","2015-11-10 09:49:59",2295,
11,2015,60.00,39,"2015-11-09 14:58:35","2015-11-10 10:25:05",2295,
11,2015,60.00,39,"2015-11-09 14:59:55","2015-11-10 10:49:45",2295,
11,2015,60.00,38,"2015-11-09 15:25:57","2015-11-10 08:50:44",2295,
11,2015,45.00,38,"2015-11-09 15:26:55","2015-11-10 08:39:41",2295,
11,2015,60.00,39,"2015-11-09 16:03:14","2015-11-10 11:46:00",2295,
11,2015,60.00,38,"2015-11-09 16:03:39","2015-11-10 12:07:35",2295,
11,2015,60.00,38,"2015-11-09 16:06:22","2015-11-10 09:24:37",2295,
11,2015,60.00,38,"2015-11-09 16:10:52","2015-11-10 10:14:48",2295,
11,2015,60.00,39,"2015-11-09 16:17:27","2015-11-10 10:36:53",2295,
11,2015,60.00,40,"2015-11-09 16:30:01","2015-11-10 11:58:07",2295,
11,2015,60.00,39,"2015-11-09 16:36:41","2015-11-10 12:17:18",2295,
11,2015,48.00,39,"2015-11-09 16:42:33","2015-11-10 11:44:03",2295,
11,2015,24.00,39,"2015-11-09 16:58:38","2015-11-10 12:18:11",2295,
11,2015,,39,"2015-11-09 17:02:50",,,
11,2015,48.00,38,"2015-11-09 17:17:33","2015-11-10 11:14:00",2295,
11,2015,60.00,44,"2015-11-09 17:37:23","2015-11-10 08:54:51",2295,
11,2015,60.00,44,"2015-11-09 17:58:07","2015-11-10 10:25:39",2295,
11,2015,60.00,38,"2015-11-09 18:31:08","2015-11-10 12:03:35",2295,
11,2015,60.00,46,"2015-11-09 18:41:08","2015-11-10 11:39:07",2295,
11,2015,36.00,39,"2015-11-09 18:46:40","2015-11-10 10:30:16",2295,
11,2015,60.00,39,"2015-11-09 19:01:46","2015-11-10 12:08:05",2295,
11,2015,60.00,39,"2015-11-09 19:07:18","2015-11-10 08:35:05",2295,
11,2015,60.00,39,"2015-11-09 19:45:38","2015-11-10 12:34:23",2295,
11,2015,48.00,39,"2015-11-09 19:57:21","2015-11-10 12:34:37",2295,
11,2015,60.00,39,"2015-11-09 20:01:47","2015-11-10 09:08:36",2295,
11,2015,60.00,38,"2015-11-09 20:08:44","2015-11-10 10:23:40",2295,
11,2015,48.00,39,"2015-11-09 20:26:17","2015-11-10 09:51:54",2295,
11,2015,60.00,38,"2015-11-09 20:27:52","2015-11-10 10:16:26",2295,
11,2015,60.00,39,"2015-11-09 20:37:11","2015-11-10 11:23:48",2295,
11,2015,60.00,39,"2015-11-09 20:40:11","2015-11-10 10:09:21",2295,
11,2015,60.00,39,"2015-11-09 20:41:11","2015-11-10 08:29:43",2295,
11,2015,60.00,38,"2015-11-09 20:50:41","2015-11-10 10:17:37",2295,
11,2015,60.00,44,"2015-11-09 20:50:59","2015-11-10 10:32:34",2295,
11,2015,60.00,38,"2015-11-09 20:55:01","2015-11-10 08:37:39",2295,
11,2015,60.00,38,"2015-11-09 20:59:56","2015-11-10 11:08:46",2295,
11,2015,15.00,39,"2015-11-09 21:00:36","2015-11-10 08:16:34",2295,
11,2015,48.00,39,"2015-11-09 21:06:50","2015-11-10 11:53:30",2295,
11,2015,60.00,38,"2015-11-09 21:08:28","2015-11-10 09:54:27",2295,
11,2015,60.00,39,"2015-11-09 21:16:01","2015-11-10 11:19:58",2295,
11,2015,60.00,46,"2015-11-09 21:38:10","2015-11-10 11:05:36",2295,
11,2015,60.00,38,"2015-11-09 21:45:04","2015-11-10 10:35:12",2295,
11,2015,60.00,39,"2015-11-09 21:51:21","2015-11-10 09:49:04",2295,
11,2015,60.00,39,"2015-11-09 21:53:32","2015-11-10 10:07:16",2295,
11,2015,60.00,38,"2015-11-09 22:07:13","2015-11-10 11:31:38",2295,
11,2015,60.00,39,"2015-11-09 22:15:38","2015-11-10 12:26:16",2295,
11,2015,60.00,38,"2015-11-09 22:18:36","2015-11-10 11:21:13",2295,
11,2015,60.00,39,"2015-11-09 22:26:33","2015-11-10 12:23:31",2295,
11,2015,60.00,39,"2015-11-09 22:35:22","2015-11-10 11:44:26",2295,
11,2015,,41,"2015-11-09 22:40:51",,,
11,2015,60.00,38,"2015-11-09 22:49:20","2015-11-10 12:20:36",2295,
11,2015,60.00,38,"2015-11-09 22:50:52","2015-11-10 08:53:18",2295,
11,2015,54.00,39,"2015-11-09 22:52:45","2015-11-10 12:12:17",2295,
11,2015,60.00,38,"2015-11-09 22:58:07","2015-11-10 08:31:05",2295,
11,2015,60.00,38,"2015-11-09 22:59:54","2015-11-10 08:56:03",2295,
11,2015,60.00,38,"2015-11-09 23:20:12","2015-11-10 08:27:05",2295,
11,2015,60.00,46,"2015-11-09 23:20:35","2015-11-10 08:56:34",2295,
11,2015,60.00,38,"2015-11-09 23:39:21","2015-11-10 11:59:12",2295,
11,2015,60.00,39,"2015-11-09 23:39:38","2015-11-10 09:24:58",2295,
11,2015,60.00,39,"2015-11-09 23:46:06","2015-11-10 11:45:34",2295,
11,2015,,38,"2015-11-16 11:17:50",,,
11,2015,60.00,,"2015-11-16 15:49:54","2015-11-16 15:51:56",2295,
11,2015,60.00,,"2015-11-16 15:51:33","2015-11-16 15:52:09",2295,
12,2015,60.00,39,"2015-12-03 15:13:40","2015-12-03 16:42:55",2295,
12,2015,60.00,,"2015-12-03 16:34:46","2015-12-03 16:42:59",2295,
12,2015,60.00,,"2015-12-03 16:35:51","2015-12-03 16:42:51",2295,
12,2015,60.00,39,"2015-12-03 16:37:47","2015-12-03 16:43:02",2295,
2,2016,60.00,39,"2016-02-29 00:03:01","2016-03-03 15:50:25",2295,
2,2016,60.00,39,"2016-02-29 00:03:15","2016-03-03 16:43:48",2295,
2,2016,60.00,39,"2016-02-29 00:08:02","2016-03-03 16:10:14",2295,
2,2016,60.00,39,"2016-02-29 00:12:32","2016-03-03 16:46:54",2295,
2,2016,60.00,38,"2016-02-29 00:19:00","2016-03-03 15:59:35",2295,
2,2016,60.00,38,"2016-02-29 00:19:29","2016-03-03 11:49:15",2295,
2,2016,36.00,46,"2016-02-29 00:25:49","2016-03-03 11:54:54",2295,
2,2016,60.00,38,"2016-02-29 00:30:07","2016-03-03 15:08:10",2295,
2,2016,60.00,38,"2016-02-29 00:30:16","2016-03-04 13:26:41",2295,
2,2016,60.00,39,"2016-02-29 00:30:43","2016-03-04 13:35:05",2295,
2,2016,60.00,38,"2016-02-29 00:31:06","2016-03-04 13:43:11",2295,
2,2016,60.00,39,"2016-02-29 00:31:16","2016-03-04 13:26:41",2295,
2,2016,60.00,38,"2016-02-29 00:38:11","2016-03-03 16:03:42",2295,
2,2016,48.00,39,"2016-02-29 00:40:34","2016-03-03 15:12:24",2295,
2,2016,60.00,38,"2016-02-29 00:42:01","2016-03-04 13:26:41",2295,
2,2016,60.00,38,"2016-02-29 00:45:44","2016-03-03 13:55:51",2295,
2,2016,60.00,39,"2016-02-29 00:52:15","2016-03-04 13:43:11",2295,
2,2016,48.00,39,"2016-02-29 00:54:26","2016-03-03 11:45:53",2295,
2,2016,60.00,38,"2016-02-29 01:09:33","2016-03-04 13:43:11",2295,
2,2016,60.00,44,"2016-02-29 01:52:10","2016-03-03 16:46:54",2295,
2,2016,60.00,38,"2016-02-29 02:36:26","2016-03-03 16:55:46",2295,
2,2016,60.00,39,"2016-02-29 02:42:15","2016-03-04 13:22:18",2295,
2,2016,60.00,46,"2016-02-29 02:42:32","2016-03-03 14:06:47",2295,
2,2016,60.00,38,"2016-02-29 02:54:36","2016-03-03 15:34:00",2295,
2,2016,60.00,39,"2016-02-29 03:18:06","2016-03-03 15:50:25",2295,
2,2016,60.00,39,"2016-02-29 03:27:25","2016-03-03 14:06:47",2295,
2,2016,60.00,39,"2016-02-29 03:46:56","2016-03-04 13:35:05",2295,
2,2016,48.00,39,"2016-02-29 03:47:27","2016-03-04 13:26:41",2295,
2,2016,60.00,39,"2016-02-29 04:11:00","2016-03-03 16:07:19",2295,
2,2016,60.00,38,"2016-02-29 05:54:39","2016-03-03 11:45:53",2295,
2,2016,48.00,39,"2016-02-29 05:59:54","2016-03-03 16:43:48",2295,
2,2016,60.00,38,"2016-02-29 06:25:36","2016-03-03 13:55:51",2295,
2,2016,36.00,39,"2016-02-29 06:48:32","2016-03-03 16:03:42",2295,
2,2016,60.00,39,"2016-02-29 06:49:48","2016-03-04 13:22:18",2295,
2,2016,60.00,38,"2016-02-29 06:53:58","2016-03-03 15:55:02",2295,
2,2016,60.00,44,"2016-02-29 07:03:37","2016-03-04 13:35:05",2295,
2,2016,60.00,39,"2016-02-29 08:00:18","2016-03-03 16:10:14",2295,
2,2016,60.00,38,"2016-02-29 08:05:21","2016-03-03 16:07:19",2295,
2,2016,60.00,39,"2016-02-29 08:06:36","2016-03-03 16:46:54",2295,
2,2016,60.00,39,"2016-02-29 08:18:02","2016-03-03 11:58:39",2295,
2,2016,60.00,38,"2016-02-29 08:20:03","2016-03-04 13:26:41",2295,
2,2016,60.00,39,"2016-02-29 08:28:04","2016-03-03 11:54:54",2295,
2,2016,60.00,38,"2016-02-29 08:35:42","2016-03-03 11:49:15",2295,
2,2016,60.00,38,"2016-02-29 08:36:43","2016-03-04 13:18:25",2295,
2,2016,60.00,38,"2016-02-29 08:36:46","2016-03-04 13:47:30",2295,
2,2016,60.00,39,"2016-02-29 08:40:39","2016-03-03 15:08:43",2295,
2,2016,60.00,38,"2016-02-29 08:40:53","2016-03-03 16:43:48",2295,
2,2016,60.00,38,"2016-02-29 08:43:26","2016-03-03 16:43:48",2295,
2,2016,60.00,39,"2016-02-29 08:45:53","2016-03-04 13:26:41",2295,
2,2016,60.00,39,"2016-02-29 08:55:43","2016-03-03 16:46:54",2295,
2,2016,60.00,38,"2016-02-29 09:00:12","2016-03-03 16:10:14",2295,
2,2016,36.00,38,"2016-02-29 09:07:48","2016-03-03 16:03:42",2295,
2,2016,60.00,40,"2016-02-29 09:12:13","2016-03-03 15:12:52",2295,
2,2016,60.00,38,"2016-02-29 09:12:23","2016-03-03 10:08:16",2295,
2,2016,60.00,39,"2016-02-29 09:13:33","2016-03-03 11:45:53",2295,
2,2016,60.00,39,"2016-02-29 09:14:34","2016-03-03 15:55:02",2295,
2,2016,60.00,39,"2016-02-29 09:17:37","2016-03-03 14:06:47",2295,
2,2016,60.00,44,"2016-02-29 09:18:16","2016-03-03 15:50:25",2295,
2,2016,60.00,38,"2016-02-29 09:20:08","2016-03-04 13:47:30",2295,
2,2016,60.00,38,"2016-02-29 09:24:57","2016-03-03 15:59:35",2295,
2,2016,60.00,38,"2016-02-29 09:25:37","2016-03-03 11:49:15",2295,
2,2016,60.00,38,"2016-02-29 09:32:19","2016-03-03 15:50:25",2295,
2,2016,60.00,38,"2016-02-29 09:32:29","2016-03-03 16:55:46",2295,
2,2016,60.00,39,"2016-02-29 09:40:31","2016-03-04 13:26:41",2295,
2,2016,60.00,38,"2016-02-29 09:48:17","2016-03-03 13:58:53",2295,
2,2016,60.00,39,"2016-02-29 09:51:44","2016-03-04 13:43:11",2295,
2,2016,36.00,39,"2016-02-29 09:59:18","2016-03-03 15:50:25",2295,
2,2016,60.00,39,"2016-02-29 09:59:43","2016-03-03 11:54:54",2295,
2,2016,60.00,39,"2016-02-29 10:02:41","2016-03-03 15:55:02",2295,
2,2016,60.00,39,"2016-02-29 10:04:42","2016-03-03 15:34:00",2295,
2,2016,60.00,39,"2016-02-29 10:08:18","2016-03-03 13:58:53",2295,
2,2016,60.00,39,"2016-02-29 10:11:02","2016-03-03 15:12:24",2295,
2,2016,60.00,44,"2016-02-29 10:11:20","2016-03-03 15:12:24",2295,
2,2016,60.00,38,"2016-02-29 10:12:18","2016-03-03 11:54:54",2295,
2,2016,60.00,39,"2016-02-29 10:13:02","2016-03-04 13:22:18",2295,
2,2016,60.00,38,"2016-02-29 10:15:35","2016-03-03 15:55:02",2295,
2,2016,60.00,39,"2016-02-29 10:20:45","2016-03-03 15:12:24",2295,
2,2016,60.00,38,"2016-02-29 10:21:04","2016-03-03 13:58:53",2295,
2,2016,60.00,38,"2016-02-29 10:36:25","2016-03-04 13:47:30",2295,
2,2016,60.00,39,"2016-02-29 10:41:20","2016-03-03 16:07:19",2295,
2,2016,48.00,39,"2016-02-29 10:42:37","2016-03-03 10:08:16",2295,
2,2016,36.00,39,"2016-02-29 10:51:05","2016-03-03 15:55:02",2295,
2,2016,60.00,38,"2016-02-29 10:55:45","2016-03-03 11:58:39",2295,
2,2016,36.00,39,"2016-02-29 11:02:40","2016-03-03 11:45:53",2295,
2,2016,60.00,39,"2016-02-29 11:10:12","2016-03-04 13:18:25",2295,
2,2016,60.00,39,"2016-02-29 11:16:47","2016-03-03 16:43:48",2295,
2,2016,60.00,39,"2016-02-29 11:16:56","2016-03-04 13:35:05",2295,
2,2016,60.00,39,"2016-02-29 11:25:26","2016-03-03 16:03:42",2295,
2,2016,60.00,39,"2016-02-29 11:25:54","2016-03-03 14:06:47",2295,
2,2016,60.00,38,"2016-02-29 11:28:35","2016-03-03 16:07:19",2295,
2,2016,60.00,38,"2016-02-29 11:33:05","2016-03-03 16:03:42",2295,
2,2016,60.00,39,"2016-02-29 11:37:27","2016-03-04 13:22:18",2295,
2,2016,60.00,38,"2016-02-29 11:42:16","2016-03-03 15:12:24",2295,
2,2016,60.00,39,"2016-02-29 12:11:56","2016-03-03 16:46:54",2295,
2,2016,60.00,39,"2016-02-29 12:12:07","2016-03-04 13:18:25",2295,
2,2016,60.00,39,"2016-02-29 12:12:38","2016-03-03 16:07:19",2295,
2,2016,60.00,39,"2016-02-29 12:14:20","2016-03-03 11:58:39",2295,
2,2016,60.00,39,"2016-02-29 12:19:21","2016-03-04 11:34:53",2295,
2,2016,60.00,38,"2016-02-29 12:19:54","2016-03-03 11:54:54",2295,
2,2016,60.00,38,"2016-02-29 12:20:30","2016-03-03 11:49:15",2295,
2,2016,60.00,38,"2016-02-29 12:21:13","2016-03-04 13:22:18",2295,
2,2016,48.00,39,"2016-02-29 12:28:35","2016-03-04 13:35:05",2295,
2,2016,60.00,39,"2016-02-29 12:35:19","2016-03-03 16:43:48",2295,
2,2016,60.00,38,"2016-02-29 12:49:23","2016-03-03 16:10:14",2295,
2,2016,60.00,39,"2016-02-29 12:50:04","2016-03-03 15:55:02",2295,
2,2016,60.00,38,"2016-02-29 12:52:12","2016-03-04 13:22:18",2295,
2,2016,60.00,39,"2016-02-29 12:53:54","2016-03-03 14:06:47",2295,
2,2016,60.00,38,"2016-02-29 13:07:00","2016-03-03 11:58:39",2295,
2,2016,48.00,38,"2016-02-29 13:07:08","2016-03-03 13:58:53",2295,
2,2016,60.00,38,"2016-02-29 13:12:37","2016-03-03 16:43:48",2295,
2,2016,60.00,39,"2016-02-29 13:21:24","2016-03-03 15:12:24",2295,
2,2016,60.00,39,"2016-02-29 13:22:15","2016-03-03 13:58:53",2295,
2,2016,60.00,39,"2016-02-29 13:22:47","2016-03-04 13:35:05",2295,
